image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\iraq_iran_earthquake\13_11_2017\930000308033507328_0.jpg,earthquake,High,Rapid search-and-rescue and medical triage,train,930000308033507328_0,,Type: earthquake | Danger: High | Action: Rapid search-and-rescue and medical triage.
D:\code\final_asmt\data_image\hurricane_maria\6_11_2017\927556458593636353_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927556458593636353_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909497199100399616_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909497199100399616_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913473823701266432_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913473823701266432_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909745313816219648_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909745313816219648_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910144212288589825_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910144212288589825_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910581044746711040_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910581044746711040_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_10_2017\916029134492635136_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916029134492635136_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910252901334908928_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910252901334908928_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922802649640075264_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922802649640075264_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911971339128459264_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911971339128459264_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911965850198036480_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911965850198036480_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910130666250969088_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910130666250969088_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\10_11_2017\929094090934730752_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,929094090934730752_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909420204643434496_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909420204643434496_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909721313161486337_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909721313161486337_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\22_10_2017\922113295116587013_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922113295116587013_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910264342502952962_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910264342502952962_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910114264756703232_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910114264756703232_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910170369801244672_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910170369801244672_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\29_9_2017\913737946469150720_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913737946469150720_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905680426248888320_0.png,storm,Medium,Distribute relief supplies and restore critical services,train,905680426248888320_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909830812119441408_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909830812119441408_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913053208788029440_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913053208788029440_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909924499482644480_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909924499482644480_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923342515415191552_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923342515415191552_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905630760794820608_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905630760794820608_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\7_11_2017\927881351017009152_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927881351017009152_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_10_2017\921875082703790081_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921875082703790081_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910149493240352768_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910149493240352768_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909396431643058176_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909396431643058176_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909839895077834752_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909839895077834752_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913015427059605504_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913015427059605504_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_10_2017\923209934501584896_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923209934501584896_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\11_9_2017\907234824947208193_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,907234824947208193_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_10_2017\923171800187588609_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923171800187588609_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909476949197717504_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909476949197717504_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910262767277318144_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910262767277318144_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909469758000697344_3.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909469758000697344_3,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909780326414610434_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909780326414610434_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_10_2017\921752007781707776_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921752007781707776_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911971212938629120_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911971212938629120_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909828057371938816_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909828057371938816_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913471588443488257_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913471588443488257_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_10_2017\923889692487094278_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923889692487094278_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910189334489419776_2.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910189334489419776_2,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\22_10_2017\922015756140843008_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922015756140843008_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922905452622548992_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922905452622548992_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909936383258710016_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909936383258710016_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\6_9_2017\905383293402710018_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905383293402710018_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909725242897174528_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909725242897174528_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\22_10_2017\922124765346828288_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922124765346828288_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909818683962347521_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909818683962347521_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909484405214908419_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909484405214908419_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\1_10_2017\914340221386416129_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914340221386416129_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_10_2017\921433297087016961_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921433297087016961_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911711396097925121_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911711396097925121_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911517147045728257_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911517147045728257_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922826340646125568_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922826340646125568_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911749584904482816_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911749584904482816_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_10_2017\922285796303962112_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922285796303962112_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\2_10_2017\914856980661112832_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914856980661112832_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909443843631800320_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909443843631800320_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_11_2017\927583648873943041_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927583648873943041_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909459778216357888_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909459778216357888_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913446743538356227_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913446743538356227_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909776912242720769_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909776912242720769_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911705355700310016_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911705355700310016_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910244645199900672_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910244645199900672_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923340111558799360_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923340111558799360_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910078867381133312_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910078867381133312_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909882509063725056_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909882509063725056_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905685853892169728_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905685853892169728_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\30_9_2017\914181026888503297_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914181026888503297_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910089045988036608_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910089045988036608_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\29_9_2017\913893716632440832_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913893716632440832_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910019436798791680_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910019436798791680_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_10_2017\921418562329333762_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921418562329333762_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\10_11_2017\929089046164451329_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,929089046164451329_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910206222204248064_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910206222204248064_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905734707006066688_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905734707006066688_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912406453947858944_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912406453947858944_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922906810981302305_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922906810981302305_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911808643397386245_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911808643397386245_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913401831031820288_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913401831031820288_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911617977056980992_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911617977056980992_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910645943678021632_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910645943678021632_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909423513789976577_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909423513789976577_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909724393152139264_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909724393152139264_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909739623903002624_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909739623903002624_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913065602251714560_0.png,storm,Medium,Distribute relief supplies and restore critical services,train,913065602251714560_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910077917534785541_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910077917534785541_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910579826880241665_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910579826880241665_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_9_2017\910674106663632896_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910674106663632896_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909985685125324800_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909985685125324800_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912135083028393984_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912135083028393984_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911588822768586753_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911588822768586753_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_10_2017\921414977507995648_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921414977507995648_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\8_11_2017\928275945089142784_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928275945089142784_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911972893638189056_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911972893638189056_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\7_11_2017\927892514065076227_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927892514065076227_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\2_10_2017\914683763837292544_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914683763837292544_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905704988306948097_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905704988306948097_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910217129080758272_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910217129080758272_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909868372808126464_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909868372808126464_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_9_2017\910729329969106944_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910729329969106944_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\10_9_2017\906927973164613632_2.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,906927973164613632_2,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\9_11_2017\928707375317467136_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928707375317467136_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910586343952080897_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910586343952080897_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910555135759278082_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910555135759278082_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\3_10_2017\915284879901954048_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,915284879901954048_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910650354198470657_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910650354198470657_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909771499887841280_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909771499887841280_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910118954110263296_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910118954110263296_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909433491393273856_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909433491393273856_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922925692131557376_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922925692131557376_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912279234437091328_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912279234437091328_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909770991672455168_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909770991672455168_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910148978272022529_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910148978272022529_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910117311943708672_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910117311943708672_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\2_10_2017\914851696924352513_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914851696924352513_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909742727931269121_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909742727931269121_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905762139989790720_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905762139989790720_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910118782051418115_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910118782051418115_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
