image_path,type,danger,action,split,image_id,caption,target
D:\code\final_asmt\data_image\mexico_earthquake\23_9_2017\911634888998055936_2.jpg,earthquake,Medium,Assess structural integrity and cordon hazardous zones,train,911634888998055936_2,,Type: earthquake | Danger: Medium | Action: Assess structural integrity and cordon hazardous zones.
D:\code\final_asmt\data_image\hurricane_maria\10_11_2017\929068646273572865_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,929068646273572865_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909761950988374016_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909761950988374016_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_9_2017\910704333041303552_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910704333041303552_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\1_10_2017\914350506482343937_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914350506482343937_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910126622736560130_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910126622736560130_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910235596442030080_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910235596442030080_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922910387653267461_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922910387653267461_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905625009430949888_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,905625009430949888_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909411047039229953_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909411047039229953_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909814154525061120_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909814154525061120_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909976129213288449_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909976129213288449_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\10_9_2017\906889032986230785_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,906889032986230785_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909802300679520257_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909802300679520257_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909866892495638528_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909866892495638528_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910112603250282496_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910112603250282496_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923365901138833409_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923365901138833409_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905647802918682626_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905647802918682626_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_10_2017\921502594069159938_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921502594069159938_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_10_2017\916078904514891776_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916078904514891776_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\30_9_2017\914240939974991872_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,914240939974991872_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909960233811881984_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909960233811881984_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\3_10_2017\915094814080798720_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,915094814080798720_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\912945159242866694_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912945159242866694_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913437990298537984_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913437990298537984_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910102466204770304_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910102466204770304_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_10_2017\923137512457097216_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923137512457097216_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916187309103607808_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916187309103607808_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\30_9_2017\914258183446827008_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914258183446827008_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910162143579856896_2.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910162143579856896_2,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911808643397386245_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911808643397386245_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909789039938736129_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909789039938736129_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_10_2017\921616755360960512_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921616755360960512_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909968609023102977_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909968609023102977_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\3_10_2017\915320338187243520_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,915320338187243520_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909714435920494594_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909714435920494594_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\14_9_2017\908128265830887424_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,908128265830887424_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909399529119715329_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909399529119715329_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916249991244505088_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916249991244505088_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913119569023299584_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,913119569023299584_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910619430073323521_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910619430073323521_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910268815673618437_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910268815673618437_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\912970582760796160_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912970582760796160_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\10_11_2017\928984882969174017_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928984882969174017_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911688647774261249_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911688647774261249_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909833411598209024_2.jpg,storm,Low,Monitor weather and prepare shelters,train,909833411598209024_2,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909974589664563203_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909974589664563203_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\8_11_2017\928289735340122112_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928289735340122112_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\10_9_2017\906687433739304960_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,906687433739304960_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909850527550394368_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909850527550394368_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_10_2017\922385244623433728_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922385244623433728_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\6_10_2017\916206566210244608_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916206566210244608_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910545329870733312_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910545329870733312_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\3_9_2017\904429898944667648_2.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,904429898944667648_2,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_10_2017\921433097438138368_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921433097438138368_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_harvey\27_8_2017\901646457404620800_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,901646457404620800_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909884404402671616_0.png,storm,Medium,Distribute relief supplies and restore critical services,train,909884404402671616_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909707301602381825_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909707301602381825_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_10_2017\921596448231141376_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921596448231141376_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909394006974459904_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909394006974459904_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912309782295531525_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912309782295531525_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910148396673007616_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910148396673007616_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\9_11_2017\928616273226944512_2.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928616273226944512_2,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_10_2017\921411282397487104_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,921411282397487104_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910217019580133378_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910217019580133378_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\22_10_2017\922220710541561857_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,922220710541561857_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_maria\23_10_2017\922520581727285250_2.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922520581727285250_2,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909804675859443713_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909804675859443713_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\28_9_2017\913233291708440576_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913233291708440576_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_10_2017\923262758992465920_2.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,923262758992465920_2,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909393270760816645_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909393270760816645_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909764298309808129_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909764298309808129_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\1_10_2017\914602383958831106_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,914602383958831106_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909802845104476160_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909802845104476160_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909905111719190528_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909905111719190528_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\909943406406848512_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909943406406848512_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_11_2017\927183304369082368_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927183304369082368_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\29_9_2017\913860657207967745_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913860657207967745_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_11_2017\927294196263698432_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927294196263698432_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\22_10_2017\922124765346828288_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,922124765346828288_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\9_11_2017\928536043502096385_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928536043502096385_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\29_9_2017\913766670375817218_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913766670375817218_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909808319937859584_0.jpg,storm,Low,Monitor weather and prepare shelters,train,909808319937859584_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_maria\26_10_2017\923605681910849536_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,923605681910849536_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909854852603367424_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909854852603367424_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_10_2017\916019554161016832_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,916019554161016832_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905728634169815040_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905728634169815040_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909462646629523456_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909462646629523456_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909477271206952960_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909477271206952960_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909404123266764801_0.jpg,storm,Low,Monitor weather and prepare shelters,train,909404123266764801_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909694998370598912_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909694998370598912_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912377890259521536_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912377890259521536_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909428750084800513_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909428750084800513_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\10_9_2017\906928049714814978_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,906928049714814978_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910111529290301445_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910111529290301445_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_10_2017\916011293601091584_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,916011293601091584_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909810572245553153_0.png,storm,Medium,Distribute relief supplies and restore critical services,train,909810572245553153_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910137249144168448_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910137249144168448_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909738182031413248_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909738182031413248_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\5_11_2017\927115939480555520_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,927115939480555520_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_9_2017\911901874168778753_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911901874168778753_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911683671358365698_1.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911683671358365698_1,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909401570026119168_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,909401570026119168_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_maria\21_10_2017\921704142032080896_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,921704142032080896_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909876234435334144_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909876234435334144_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\30_9_2017\914111723824705536_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,914111723824705536_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910616491799834628_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910616491799834628_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\27_9_2017\913029994175193088_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913029994175193088_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\24_10_2017\922955907474042880_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,922955907474042880_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909746257970761728_0.jpg,storm,High,Immediate evacuation from vulnerable zones and rescue operations,train,909746257970761728_0,,Type: storm | Danger: High | Action: Immediate evacuation from vulnerable zones and rescue operations.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909404746452209664_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909404746452209664_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\25_9_2017\912236509289488384_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,912236509289488384_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909380841276678144_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909380841276678144_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\29_9_2017\913727845649850368_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,913727845649850368_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909386509631008768_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909386509631008768_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\19_9_2017\910077662659514368_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910077662659514368_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\18_9_2017\909830812119441408_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909830812119441408_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\23_9_2017\911620469513695232_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,911620469513695232_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\7_9_2017\905681092493139969_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,905681092493139969_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\9_11_2017\928468070733111296_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,928468070733111296_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\20_9_2017\910523362950053888_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,910523362950053888_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_irma\17_9_2017\909451550061408256_0.jpg,storm,Medium,Distribute relief supplies and restore critical services,train,909451550061408256_0,,Type: storm | Danger: Medium | Action: Distribute relief supplies and restore critical services.
D:\code\final_asmt\data_image\hurricane_maria\21_9_2017\910763300186505216_0.jpg,storm,Low,Monitor weather and prepare shelters,train,910763300186505216_0,,Type: storm | Danger: Low | Action: Monitor weather and prepare shelters.
